Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29977,37,blue-collar,married,secondary,no,520,yes,no,cellular,2,feb,54,1,255,2,failure,no
29978,47,management,single,tertiary,no,86,no,no,cellular,2,feb,1086,1,-1,0,unknown,yes
29979,31,technician,single,secondary,no,118,no,no,cellular,2,feb,50,1,-1,0,unknown,no
29980,55,housemaid,married,secondary,no,5,no,no,cellular,2,feb,269,1,206,2,failure,no
29981,36,admin.,married,secondary,no,-206,yes,no,cellular,2,feb,122,1,-1,0,unknown,no
29982,50,unemployed,divorced,unknown,no,1088,no,no,cellular,2,feb,749,1,-1,0,unknown,yes
29983,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
29984,39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure,no
29985,40,admin.,married,secondary,no,5,no,no,cellular,2,feb,174,1,-1,0,unknown,no
29986,55,management,divorced,tertiary,no,347,yes,no,cellular,2,feb,115,1,-1,0,unknown,no
29987,42,admin.,divorced,secondary,no,814,yes,no,cellular,2,feb,326,5,-1,0,unknown,no
29988,52,technician,married,secondary,no,279,no,yes,cellular,2,feb,72,1,203,3,failure,no
29989,36,blue-collar,single,primary,no,367,no,no,cellular,2,feb,217,1,221,1,failure,no
29990,34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,unknown,no
29991,28,admin.,single,secondary,no,53,no,no,cellular,2,feb,67,1,-1,0,unknown,no
29992,39,services,single,tertiary,no,1222,yes,no,cellular,2,feb,251,1,242,2,failure,no
29993,59,retired,married,primary,no,866,no,yes,cellular,2,feb,88,1,208,1,other,no
29994,41,services,divorced,secondary,no,0,yes,no,cellular,2,feb,20,1,-1,0,unknown,no
29995,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,failure,yes
29996,44,technician,married,secondary,no,-1317,yes,no,cellular,2,feb,371,1,-1,0,unknown,no
29997,40,services,married,secondary,no,0,yes,yes,cellular,2,feb,226,2,-1,0,unknown,no
29998,56,unemployed,married,secondary,no,0,no,no,telephone,2,feb,492,1,-1,0,unknown,yes
29999,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no
30000,32,management,married,tertiary,no,1852,no,no,cellular,2,feb,175,2,-1,0,unknown,no
30001,26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
30002,51,technician,married,secondary,no,1490,yes,no,cellular,2,feb,177,1,199,2,failure,no
30003,43,technician,married,secondary,no,576,no,no,cellular,2,feb,229,1,-1,0,unknown,no
30004,50,services,married,secondary,no,545,no,no,cellular,2,feb,72,1,-1,0,unknown,no
30005,49,self-employed,married,secondary,no,289,yes,no,cellular,2,feb,243,1,-1,0,unknown,no
30006,47,admin.,divorced,secondary,no,207,yes,no,cellular,2,feb,244,1,271,4,failure,no
30007,32,admin.,divorced,secondary,no,714,no,no,cellular,2,feb,221,1,-1,0,unknown,no
30008,37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
30009,58,retired,married,unknown,no,662,yes,no,cellular,2,feb,389,1,-1,0,unknown,no
30010,53,services,married,secondary,no,1563,yes,no,cellular,2,feb,124,2,5,1,other,no
30011,35,technician,married,secondary,no,1,no,no,cellular,2,feb,215,2,-1,0,unknown,no
30012,55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,211,1,-1,0,unknown,no
30013,49,blue-collar,single,secondary,no,-367,yes,no,cellular,2,feb,98,1,207,1,failure,no
30014,37,technician,single,secondary,no,194,yes,no,cellular,2,feb,144,1,-1,0,unknown,no
30015,57,unemployed,married,primary,no,5126,yes,no,cellular,2,feb,113,2,-1,0,unknown,no
30016,60,technician,married,secondary,no,216,yes,yes,cellular,2,feb,214,1,-1,0,unknown,no
30017,37,admin.,divorced,secondary,no,506,yes,no,cellular,2,feb,446,2,273,1,failure,no
30018,51,technician,divorced,tertiary,no,3962,yes,no,cellular,2,feb,267,1,-1,0,unknown,no
30019,36,admin.,single,secondary,no,-207,no,no,cellular,2,feb,83,1,-1,0,unknown,no
30020,39,technician,married,secondary,no,186,no,no,cellular,2,feb,171,1,-1,0,unknown,no
30021,42,blue-collar,married,primary,no,199,yes,no,cellular,2,feb,272,1,-1,0,unknown,no
30022,36,admin.,married,secondary,no,854,yes,no,cellular,2,feb,130,1,-1,0,unknown,no
30023,38,management,married,tertiary,no,106,no,no,cellular,2,feb,124,1,-1,0,unknown,no
30024,31,technician,single,secondary,yes,25,no,no,cellular,2,feb,381,1,-1,0,unknown,no
30025,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,-1,0,unknown,yes
30026,56,management,married,tertiary,no,363,no,no,cellular,2,feb,49,1,-1,0,unknown,no
30027,35,blue-collar,single,secondary,no,278,no,no,cellular,2,feb,60,1,-1,0,unknown,no
30028,47,admin.,married,secondary,no,2152,no,no,cellular,2,feb,138,1,-1,0,unknown,no
30029,38,services,married,secondary,no,-301,no,yes,cellular,2,feb,182,1,-1,0,unknown,no
30030,43,entrepreneur,married,primary,no,629,yes,no,cellular,2,feb,70,3,265,4,other,no
30031,39,blue-collar,married,secondary,no,1044,yes,no,cellular,2,feb,158,1,-1,0,unknown,no
30032,40,blue-collar,married,secondary,no,123,yes,no,cellular,2,feb,247,1,241,3,failure,no
30033,45,self-employed,married,tertiary,no,430,yes,no,cellular,2,feb,221,1,206,2,failure,no
30034,48,blue-collar,married,secondary,no,578,yes,no,cellular,2,feb,70,1,250,1,failure,no
30035,42,entrepreneur,married,secondary,no,46,no,no,cellular,2,feb,1013,1,-1,0,unknown,no
30036,54,technician,married,secondary,no,306,no,no,cellular,2,feb,107,1,-1,0,unknown,no
30037,59,retired,single,secondary,no,2,no,no,telephone,2,feb,935,1,-1,0,unknown,yes
30038,45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,93,1,235,1,failure,no
30039,58,blue-collar,divorced,secondary,no,1103,yes,no,cellular,2,feb,226,1,202,4,failure,no
30040,47,technician,married,secondary,no,332,yes,no,cellular,2,feb,276,1,269,1,success,no
30041,60,technician,married,secondary,no,358,no,no,cellular,2,feb,95,1,216,2,failure,no
30042,30,management,married,secondary,no,503,yes,no,cellular,2,feb,96,1,-1,0,unknown,no
30043,35,technician,divorced,secondary,no,2823,yes,no,cellular,2,feb,229,1,-1,0,unknown,no
30044,40,unemployed,single,tertiary,no,97,yes,yes,cellular,2,feb,73,1,252,1,failure,no
30045,48,blue-collar,married,unknown,no,439,yes,no,cellular,2,feb,212,1,249,2,other,no
30046,36,technician,divorced,secondary,no,-94,yes,no,cellular,2,feb,185,1,252,2,failure,no
30047,31,unemployed,divorced,tertiary,no,256,yes,no,cellular,2,feb,264,1,201,2,success,no
30048,54,services,married,secondary,no,514,yes,no,cellular,2,feb,109,1,186,3,failure,no
30049,49,blue-collar,married,primary,no,0,yes,no,cellular,2,feb,210,1,-1,0,unknown,no
30050,46,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,149,1,-1,0,unknown,no
30051,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,no
30052,30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no
30053,39,technician,single,secondary,no,614,yes,no,cellular,2,feb,166,1,258,1,failure,no
30054,31,technician,single,secondary,no,44,no,no,cellular,2,feb,200,5,175,2,failure,no
30055,34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342,1,-1,0,unknown,no
30056,31,services,single,secondary,no,469,no,yes,cellular,2,feb,111,1,-1,0,unknown,no
30057,28,student,single,secondary,no,330,no,no,telephone,2,feb,197,1,-1,0,unknown,no
30058,58,retired,married,secondary,no,195,no,no,cellular,2,feb,41,1,-1,0,unknown,no
30059,32,services,married,secondary,no,289,yes,no,cellular,2,feb,63,1,257,2,failure,no
30060,41,admin.,married,tertiary,no,108,yes,no,cellular,2,feb,210,1,-1,0,unknown,no
30061,47,entrepreneur,married,secondary,no,583,yes,no,cellular,2,feb,495,1,258,2,failure,no
30062,58,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,244,1,229,5,other,no
30063,31,management,married,tertiary,no,197,yes,no,cellular,2,feb,105,1,-1,0,unknown,no
30064,37,self-employed,single,secondary,no,349,yes,yes,cellular,2,feb,165,1,-1,0,unknown,no
30065,43,management,divorced,secondary,no,51,no,no,cellular,2,feb,430,1,-1,0,unknown,yes
30066,34,blue-collar,married,secondary,no,-271,yes,yes,cellular,2,feb,90,1,252,2,failure,no
30067,38,services,married,secondary,no,304,no,yes,cellular,2,feb,238,1,214,1,failure,no
30068,38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,224,1,269,1,failure,no
30069,37,blue-collar,married,primary,no,708,yes,no,telephone,2,feb,51,1,-1,0,unknown,no
30070,40,retired,married,primary,no,407,yes,no,cellular,2,feb,200,1,271,1,failure,no
30071,28,management,single,tertiary,no,33,no,no,cellular,2,feb,271,7,-1,0,unknown,no
30072,56,technician,married,secondary,no,778,no,no,cellular,2,feb,315,2,208,1,failure,no
30073,36,unemployed,married,secondary,no,533,yes,no,cellular,2,feb,619,1,272,1,failure,no
30074,60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,no
30075,36,management,married,tertiary,no,763,no,no,cellular,2,feb,50,1,-1,0,unknown,no
30076,56,blue-collar,married,secondary,no,659,yes,no,cellular,2,feb,148,1,188,3,failure,no
30077,37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,failure,no
30078,36,technician,single,secondary,no,210,no,no,cellular,2,feb,65,1,-1,0,unknown,no
30079,38,admin.,married,secondary,no,-500,no,yes,cellular,2,feb,67,1,195,5,other,no
30080,48,services,married,secondary,no,74,no,no,cellular,2,feb,201,1,-1,0,unknown,no
30081,53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no
30082,38,technician,married,secondary,no,10,no,no,cellular,2,feb,86,1,161,5,other,no
30083,27,services,married,primary,no,921,no,no,cellular,2,feb,141,1,-1,0,unknown,no
30084,27,technician,married,tertiary,no,10451,yes,no,cellular,2,feb,45,1,-1,0,unknown,no
30085,46,entrepreneur,married,primary,no,0,no,no,cellular,2,feb,64,1,-1,0,unknown,no
30086,45,services,married,secondary,no,-75,yes,no,cellular,2,feb,134,1,252,1,failure,no
30087,46,blue-collar,married,primary,no,1941,yes,no,cellular,2,feb,90,1,-1,0,unknown,no
30088,48,blue-collar,married,secondary,no,244,yes,yes,cellular,2,feb,212,1,-1,0,unknown,no
30089,30,admin.,single,secondary,no,585,no,yes,cellular,2,feb,7,6,-1,0,unknown,no
30090,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,no
30091,60,management,married,primary,no,92,no,no,telephone,2,feb,447,1,-1,0,unknown,no
30092,32,services,single,secondary,no,6857,no,no,cellular,2,feb,216,1,-1,0,unknown,no
30093,48,services,married,secondary,no,51,yes,yes,cellular,2,feb,90,1,262,1,failure,no
30094,58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,161,3,5,3,other,no
30095,45,technician,married,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,other,no
30096,47,admin.,single,secondary,no,15,no,no,cellular,2,feb,71,1,266,4,failure,no
30097,53,management,married,primary,no,798,yes,no,telephone,2,feb,45,1,217,2,failure,no
30098,43,services,married,unknown,no,790,no,no,cellular,2,feb,126,1,-1,0,unknown,no
30099,53,technician,married,secondary,no,7984,yes,no,cellular,2,feb,151,1,-1,0,unknown,no
30100,54,self-employed,married,secondary,no,534,yes,no,cellular,2,feb,165,1,188,4,failure,no
30101,36,admin.,married,secondary,no,96,no,no,cellular,2,feb,302,1,-1,0,unknown,yes
30102,31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,-1,0,unknown,yes
30103,36,blue-collar,single,secondary,no,50,no,no,telephone,2,feb,38,1,-1,0,unknown,no
30104,38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,failure,no
30105,31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,0,unknown,no
30106,35,admin.,single,tertiary,no,994,no,no,cellular,2,feb,75,2,-1,0,unknown,no
30107,34,management,married,tertiary,no,28,yes,no,cellular,2,feb,504,1,-1,0,unknown,no
30108,35,blue-collar,married,primary,no,0,no,yes,cellular,2,feb,154,2,-1,0,unknown,no
30109,46,management,married,tertiary,no,587,no,no,telephone,2,feb,186,1,-1,0,unknown,no
30110,27,student,single,secondary,no,1411,no,no,cellular,2,feb,92,1,-1,0,unknown,no
30111,38,services,single,secondary,no,4317,yes,no,cellular,2,feb,216,2,-1,0,unknown,no
30112,47,management,single,tertiary,no,585,yes,no,cellular,2,feb,100,1,-1,0,unknown,no
30113,43,blue-collar,married,primary,no,575,no,no,cellular,2,feb,237,1,-1,0,unknown,no
30114,28,technician,single,tertiary,no,-481,yes,yes,cellular,2,feb,100,1,-1,0,unknown,no
30115,54,technician,married,secondary,no,719,yes,no,cellular,2,feb,242,1,264,1,failure,no
30116,31,services,married,secondary,no,442,yes,no,cellular,2,feb,69,1,270,2,failure,no
30117,42,management,single,tertiary,no,336,yes,no,cellular,2,feb,142,6,195,3,failure,no
30118,34,entrepreneur,married,tertiary,no,-508,yes,no,cellular,2,feb,282,1,-1,0,unknown,no
30119,37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,unknown,no
30120,29,unemployed,single,secondary,no,875,no,no,cellular,2,feb,137,1,-1,0,unknown,no
30121,26,student,single,tertiary,no,376,no,no,telephone,2,feb,237,2,-1,0,unknown,no
30122,34,blue-collar,married,primary,no,1873,yes,no,cellular,2,feb,192,1,-1,0,unknown,no
30123,29,technician,single,secondary,no,120,no,no,cellular,2,feb,110,3,-1,0,unknown,no
30124,26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,unknown,no
30125,33,technician,single,secondary,no,1327,yes,no,cellular,2,feb,20,7,-1,0,unknown,no
30126,30,admin.,single,tertiary,no,267,no,no,cellular,2,feb,124,1,-1,0,unknown,no
30127,42,self-employed,single,secondary,no,924,no,no,cellular,2,feb,127,1,-1,0,unknown,no
30128,29,admin.,single,secondary,no,196,no,no,telephone,2,feb,268,1,-1,0,unknown,no
30129,41,management,married,primary,no,243,yes,no,cellular,2,feb,199,1,-1,0,unknown,no
30130,34,technician,married,primary,no,1301,no,no,cellular,2,feb,56,1,-1,0,unknown,no
30131,35,technician,married,secondary,no,723,no,no,cellular,2,feb,324,1,-1,0,unknown,no
30132,29,management,married,tertiary,no,-45,no,no,cellular,2,feb,180,1,-1,0,unknown,no
30133,28,services,single,secondary,no,0,no,no,cellular,2,feb,188,1,206,2,other,no
30134,34,management,married,tertiary,no,926,no,yes,cellular,2,feb,655,2,-1,0,unknown,no
30135,38,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,no
30136,31,admin.,single,tertiary,no,5,no,yes,cellular,2,feb,75,1,206,1,failure,no
30137,26,management,single,tertiary,no,0,no,yes,cellular,2,feb,145,1,199,1,failure,no
30138,39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no
30139,27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,95,1,-1,0,unknown,no
30140,35,admin.,married,secondary,no,643,yes,no,cellular,2,feb,346,2,-1,0,unknown,no
30141,41,management,single,tertiary,no,-24,yes,no,cellular,2,feb,437,1,-1,0,unknown,no
30142,44,unemployed,single,tertiary,no,7822,yes,no,telephone,2,feb,20,1,-1,0,unknown,no
30143,59,blue-collar,married,primary,no,0,no,no,cellular,2,feb,173,1,-1,0,unknown,no
30144,37,management,married,secondary,no,10,no,yes,cellular,2,feb,164,1,250,2,failure,no
30145,34,unemployed,divorced,tertiary,no,182,yes,no,cellular,2,feb,170,1,-1,0,unknown,no
30146,40,blue-collar,married,primary,no,418,no,no,cellular,2,feb,84,2,-1,0,unknown,no
30147,36,services,married,secondary,no,145,yes,no,cellular,2,feb,109,1,252,2,other,no
30148,41,blue-collar,divorced,secondary,no,-224,yes,no,cellular,2,feb,108,2,-1,0,unknown,no
30149,36,management,married,tertiary,no,853,yes,yes,cellular,2,feb,408,1,-1,0,unknown,no
30150,54,unemployed,divorced,secondary,no,6745,no,no,cellular,2,feb,39,1,-1,0,unknown,no
30151,38,self-employed,married,secondary,no,290,yes,no,cellular,2,feb,123,1,258,1,failure,no
30152,46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,unknown,no
30153,38,management,married,tertiary,no,661,yes,no,cellular,2,feb,366,1,-1,0,unknown,no
30154,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no
30155,33,management,single,tertiary,no,474,yes,no,cellular,2,feb,62,1,179,3,failure,no
30156,36,admin.,married,secondary,no,131,yes,no,cellular,2,feb,83,1,-1,0,unknown,no
30157,40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no
30158,46,blue-collar,divorced,primary,no,216,no,no,cellular,2,feb,173,1,-1,0,unknown,no
30159,83,retired,married,primary,no,425,no,no,telephone,2,feb,912,1,-1,0,unknown,no
30160,46,admin.,married,primary,no,469,yes,no,cellular,2,feb,75,1,264,10,other,no
30161,38,technician,married,secondary,no,201,yes,no,cellular,2,feb,43,1,-1,0,unknown,no
30162,36,unemployed,divorced,secondary,no,1366,no,yes,cellular,2,feb,131,1,-1,0,unknown,no
30163,59,blue-collar,married,secondary,no,410,yes,no,cellular,2,feb,136,1,-1,0,unknown,no
30164,30,management,single,tertiary,no,45,no,no,telephone,2,feb,211,2,-1,0,unknown,no
30165,31,technician,single,secondary,no,775,no,no,cellular,2,feb,361,1,-1,0,unknown,no
30166,34,management,married,tertiary,no,490,yes,no,cellular,2,feb,491,1,-1,0,unknown,no
30167,35,services,married,secondary,no,-50,no,no,cellular,2,feb,71,1,-1,0,unknown,no
30168,29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,177,1,-1,0,unknown,yes
30169,55,self-employed,divorced,secondary,no,1530,no,no,cellular,2,feb,166,1,216,1,other,no
30170,34,admin.,married,secondary,no,50,yes,no,cellular,2,feb,173,1,258,2,failure,no
30171,31,services,single,secondary,no,125,no,no,cellular,2,feb,360,1,-1,0,unknown,no
30172,32,management,single,tertiary,no,207,yes,no,cellular,2,feb,56,1,-1,0,unknown,no
30173,32,admin.,married,secondary,no,56,yes,no,cellular,2,feb,275,1,258,1,other,no
30174,37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,no
30175,36,admin.,married,secondary,no,0,yes,no,cellular,2,feb,236,2,252,1,other,no
30176,41,housemaid,married,primary,no,1332,no,no,telephone,2,feb,122,3,-1,0,unknown,no
30177,42,blue-collar,married,primary,no,1455,yes,no,cellular,2,feb,279,2,269,2,other,no
30178,40,services,married,secondary,no,683,yes,no,cellular,2,feb,299,2,-1,0,unknown,no
30179,39,management,single,tertiary,no,-145,yes,no,cellular,2,feb,268,2,196,2,failure,no
30180,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown,no
30181,45,management,married,tertiary,no,474,yes,yes,cellular,2,feb,190,4,264,4,failure,no
30182,60,retired,married,primary,no,174,yes,yes,cellular,2,feb,157,2,252,1,failure,no
30183,40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no
30184,36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,no
30185,57,admin.,married,secondary,no,11,no,no,cellular,2,feb,261,1,265,3,failure,no
30186,34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no
30187,37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,unknown,no
30188,49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no
30189,37,management,married,tertiary,no,59,yes,yes,telephone,2,feb,319,1,213,1,failure,no
30190,38,entrepreneur,married,tertiary,no,136,yes,yes,cellular,2,feb,113,2,-1,0,unknown,no
30191,41,admin.,married,secondary,no,437,yes,no,cellular,2,feb,138,1,-1,0,unknown,no
30192,46,services,divorced,unknown,no,973,no,no,cellular,2,feb,297,1,-1,0,unknown,no
30193,32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no
30194,38,blue-collar,married,primary,no,489,yes,no,cellular,2,feb,218,1,-1,0,unknown,no
30195,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
30196,44,management,married,secondary,no,991,no,no,cellular,2,feb,194,1,-1,0,unknown,no
30197,48,admin.,single,secondary,no,303,yes,yes,cellular,2,feb,142,1,189,4,failure,no
30198,35,management,single,tertiary,no,688,no,no,cellular,2,feb,504,1,-1,0,unknown,no
30199,28,management,single,tertiary,no,224,yes,no,cellular,2,feb,97,3,-1,0,unknown,no
30200,31,technician,single,tertiary,no,1625,no,no,cellular,2,feb,158,1,-1,0,unknown,no
30201,33,management,single,tertiary,no,1021,no,no,cellular,2,feb,734,1,-1,0,unknown,no
30202,43,management,married,secondary,yes,16,no,no,cellular,2,feb,154,2,-1,0,unknown,no
30203,60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,1,-1,0,unknown,yes
30204,31,admin.,single,secondary,no,338,no,no,cellular,2,feb,155,2,-1,0,unknown,no
30205,29,management,single,tertiary,no,29,no,no,cellular,2,feb,144,1,-1,0,unknown,no
30206,27,student,single,secondary,no,1625,no,no,cellular,2,feb,180,5,-1,0,unknown,no
30207,36,blue-collar,married,secondary,no,-42,no,yes,cellular,2,feb,521,2,193,2,other,no
30208,33,management,single,tertiary,no,5437,no,no,cellular,2,feb,78,1,-1,0,unknown,no
30209,33,admin.,married,secondary,no,3519,no,no,cellular,2,feb,161,1,-1,0,unknown,no
30210,45,housemaid,married,tertiary,no,40,yes,no,cellular,2,feb,68,1,-1,0,unknown,no
30211,43,management,married,tertiary,no,0,no,no,cellular,2,feb,319,2,-1,0,unknown,no
30212,34,blue-collar,married,secondary,no,7,yes,yes,cellular,2,feb,171,2,193,2,other,no
30213,43,technician,single,secondary,no,257,yes,no,cellular,2,feb,64,2,-1,0,unknown,no
30214,53,admin.,divorced,secondary,no,372,no,yes,cellular,2,feb,126,2,-1,0,unknown,no
30215,59,management,married,tertiary,no,3401,no,no,cellular,2,feb,111,1,-1,0,unknown,no
30216,46,management,married,tertiary,no,5261,no,no,cellular,2,feb,215,1,-1,0,unknown,no
30217,35,services,divorced,secondary,no,6,no,no,cellular,2,feb,111,1,-1,0,unknown,no
30218,26,student,single,secondary,no,2469,no,no,cellular,2,feb,406,1,-1,0,unknown,no
30219,49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
30220,40,management,married,tertiary,no,0,yes,no,cellular,2,feb,279,1,-1,0,unknown,no
30221,53,technician,single,tertiary,no,-167,yes,yes,cellular,2,feb,289,1,-1,0,unknown,no
30222,61,housemaid,single,unknown,no,893,no,no,telephone,2,feb,324,1,-1,0,unknown,no
30223,36,unemployed,married,secondary,no,608,yes,no,cellular,2,feb,114,1,263,3,other,no
30224,32,management,married,tertiary,no,141,no,no,cellular,2,feb,64,2,-1,0,unknown,no
30225,42,management,married,secondary,no,0,yes,yes,cellular,2,feb,854,1,-1,0,unknown,no
30226,31,management,single,tertiary,no,630,no,no,cellular,2,feb,70,2,-1,0,unknown,no
30227,28,student,single,secondary,no,689,no,no,cellular,2,feb,36,1,-1,0,unknown,no
30228,35,services,married,secondary,no,630,yes,no,cellular,2,feb,134,1,271,2,failure,no
30229,28,unemployed,single,tertiary,no,0,no,no,telephone,2,feb,39,1,-1,0,unknown,no
30230,38,management,married,tertiary,no,1308,yes,no,cellular,2,feb,626,1,-1,0,unknown,yes
30231,57,admin.,married,secondary,no,567,yes,no,cellular,2,feb,87,2,265,3,other,no
30232,33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,194,1,-1,0,unknown,no
30233,58,retired,married,secondary,no,1227,no,no,cellular,2,feb,277,1,-1,0,unknown,no
30234,26,student,single,secondary,no,5569,no,no,cellular,2,feb,236,1,-1,0,unknown,no
30235,41,management,married,secondary,no,0,yes,no,cellular,2,feb,154,2,264,1,other,no
30236,45,management,married,tertiary,no,3857,yes,no,cellular,2,feb,195,1,-1,0,unknown,no
30237,43,blue-collar,married,secondary,no,1109,yes,no,cellular,2,feb,115,3,264,2,failure,no
30238,60,blue-collar,married,secondary,no,272,no,no,cellular,2,feb,421,1,-1,0,unknown,no
30239,33,management,married,tertiary,no,73,yes,no,cellular,2,feb,214,1,-1,0,unknown,no
30240,58,retired,married,secondary,no,158,yes,yes,cellular,2,feb,156,5,-1,0,unknown,no
30241,45,unemployed,married,primary,no,0,yes,no,cellular,2,feb,570,2,-1,0,unknown,no
30242,38,admin.,divorced,secondary,no,485,yes,no,cellular,2,feb,252,1,-1,0,unknown,no
30243,29,management,single,tertiary,no,642,no,no,cellular,2,feb,156,3,-1,0,unknown,no
30244,32,blue-collar,single,secondary,no,2142,no,no,cellular,2,feb,406,1,-1,0,unknown,no
30245,41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,1,-1,0,unknown,yes
30246,27,blue-collar,married,primary,no,0,no,no,telephone,2,feb,45,1,-1,0,unknown,no
30247,29,blue-collar,married,secondary,no,1074,no,no,cellular,2,feb,153,1,-1,0,unknown,no
30248,48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,115,2,187,2,failure,no
30249,39,management,married,unknown,no,1253,no,no,cellular,2,feb,337,1,-1,0,unknown,no
30250,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,unknown,yes
30251,27,admin.,single,tertiary,no,43,no,no,cellular,2,feb,95,3,-1,0,unknown,no
30252,48,services,married,secondary,no,22,no,no,cellular,2,feb,429,2,-1,0,unknown,no
30253,40,services,married,secondary,no,809,no,no,cellular,2,feb,114,1,-1,0,unknown,no
30254,31,unemployed,single,primary,no,1,no,no,cellular,2,feb,19,6,-1,0,unknown,no
30255,52,services,married,secondary,no,416,yes,no,cellular,2,feb,198,2,-1,0,unknown,no
30256,43,blue-collar,married,secondary,no,597,yes,no,cellular,2,feb,87,1,263,1,failure,no
30257,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,failure,no
30258,31,services,divorced,secondary,no,139,no,no,cellular,2,feb,178,1,-1,0,unknown,no
30259,31,management,single,secondary,no,783,yes,no,cellular,2,feb,221,2,272,1,failure,no
30260,53,technician,married,secondary,no,4930,no,yes,cellular,2,feb,228,2,-1,0,unknown,no
30261,32,management,single,secondary,no,453,yes,no,cellular,2,feb,544,1,269,2,failure,no
30262,75,retired,divorced,primary,no,46,no,no,cellular,2,feb,294,1,-1,0,unknown,no
30263,37,technician,married,secondary,no,494,yes,no,cellular,2,feb,247,2,269,3,failure,no
30264,75,retired,married,primary,no,3324,no,no,cellular,2,feb,149,1,-1,0,unknown,no
30265,60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,failure,no
30266,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,yes
30267,30,technician,single,secondary,no,57,no,no,cellular,2,feb,465,2,-1,0,unknown,no
30268,48,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,unknown,yes
30269,32,admin.,single,tertiary,no,2004,no,no,cellular,2,feb,141,1,75,1,failure,no
30270,26,blue-collar,single,secondary,no,494,no,no,cellular,2,feb,237,1,-1,0,unknown,no
30271,38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown,no
